S1	S2	Dist	Spkr1	Spkr2	SpkrD	DdB1	DdB2	DdBD
33	55	125	1	1	16	0	0	10
33	49	125	1	1	16	0	0	10
33	44	125	1	1	16	0	0	10
33	40	125	1	1	16	0	0	10
33	37	125	1	1	16	0	0	10
33	36	125	1	1	16	0	0	10
33	33	125	1	1	16	0	0	10
33	30	125	1	1	16	0	0	10
33	29	125	1	1	16	0	0	10
33	27	125	1	1	16	0	0	10
33	25	125	1	1	16	0	0	10
33	22	125	1	1	16	0	0	10
33	20	125	1	1	16	0	0	10
33	55	125	1	1	4	0	0	10
33	49	125	1	1	4	0	0	10
33	44	125	1	1	4	0	0	10
33	40	125	1	1	4	0	0	10
33	37	125	1	1	4	0	0	10
33	36	125	1	1	4	0	0	10
33	33	125	1	1	4	0	0	10
33	30	125	1	1	4	0	0	10
33	29	125	1	1	4	0	0	10
33	27	125	1	1	4	0	0	10
33	25	125	1	1	4	0	0	10
33	22	125	1	1	4	0	0	10
33	20	125	1	1	4	0	0	10
33	55	125	1	1	2	0	0	10
33	49	125	1	1	2	0	0	10
33	44	125	1	1	2	0	0	10
33	40	125	1	1	2	0	0	10
33	37	125	1	1	2	0	0	10
33	36	125	1	1	2	0	0	10
33	33	125	1	1	2	0	0	10
33	30	125	1	1	2	0	0	10
33	29	125	1	1	2	0	0	10
33	27	125	1	1	2	0	0	10
33	25	125	1	1	2	0	0	10
33	22	125	1	1	2	0	0	10
33	20	125	1	1	2	0	0	10
33	55	125	1	1	16	0	0	65
33	49	125	1	1	16	0	0	65
33	44	125	1	1	16	0	0	65
33	40	125	1	1	16	0	0	65
33	37	125	1	1	16	0	0	65
33	36	125	1	1	16	0	0	65
33	33	125	1	1	16	0	0	65
33	30	125	1	1	16	0	0	65
33	29	125	1	1	16	0	0	65
33	27	125	1	1	16	0	0	65
33	25	125	1	1	16	0	0	65
33	22	125	1	1	16	0	0	65
33	20	125	1	1	16	0	0	65
33	55	125	1	1	4	0	0	65
33	49	125	1	1	4	0	0	65
33	44	125	1	1	4	0	0	65
33	40	125	1	1	4	0	0	65
33	37	125	1	1	4	0	0	65
33	36	125	1	1	4	0	0	65
33	33	125	1	1	4	0	0	65
33	30	125	1	1	4	0	0	65
33	29	125	1	1	4	0	0	65
33	27	125	1	1	4	0	0	65
33	25	125	1	1	4	0	0	65
33	22	125	1	1	4	0	0	65
33	20	125	1	1	4	0	0	65
33	55	125	1	1	2	0	0	65
33	49	125	1	1	2	0	0	65
33	44	125	1	1	2	0	0	65
33	40	125	1	1	2	0	0	65
33	37	125	1	1	2	0	0	65
33	36	125	1	1	2	0	0	65
33	33	125	1	1	2	0	0	65
33	30	125	1	1	2	0	0	65
33	29	125	1	1	2	0	0	65
33	27	125	1	1	2	0	0	65
33	25	125	1	1	2	0	0	65
33	22	125	1	1	2	0	0	65
33	20	125	1	1	2	0	0	65
