S1	S2	S1Spkr	S2Spkr	S1Db	S2Db
40	3	4	1	0	0
40	3	4	1	0	0
40	3	4	1	0	0
40	3	4	1	0	0
40	3	4	1	0	0
40	3	4	1	0	0
40	3	4	1	0	0
40	3	4	1	0	0
40	3	4	1	0	0
40	3	4	1	0	0
41	3	4	1	0	0
41	3	4	1	0	0
41	3	4	1	0	0
41	3	4	1	0	0
41	3	4	1	0	0
41	3	4	1	0	0
41	3	4	1	0	0
41	3	4	1	0	0
41	3	4	1	0	0
41	3	4	1	0	0
42	3	4	1	0	0
42	3	4	1	0	0
42	3	4	1	0	0
42	3	4	1	0	0
42	3	4	1	0	0
42	3	4	1	0	0
42	3	4	1	0	0
42	3	4	1	0	0
42	3	4	1	0	0
42	3	4	1	0	0
43	3	4	1	0	0
43	3	4	1	0	0
43	3	4	1	0	0
43	3	4	1	0	0
43	3	4	1	0	0
43	3	4	1	0	0
43	3	4	1	0	0
43	3	4	1	0	0
43	3	4	1	0	0
43	3	4	1	0	0
